order_id,order_type_group,fromlatitude,fromlongitude,tolatitude,tolongitude,user_id,start_price
7828611529,city,60.92610168457031,76.61131286621094,60.93846893310547,76.5566635131836,7178891,550.0
7828588107,city,60.94131088256836,76.58515167236328,60.949161529541016,76.61274719238281,94973847,580.0
7828420148,city,60.894161224365234,76.66699981689453,60.93637466430664,76.62289428710938,2564391,650.0
7828547146,city,60.9287109375,76.6096420288086,60.93722152709961,76.57333374023438,3319932,580.0
7828700076,city,60.93952178955078,76.55342864990234,60.94504928588867,76.56127166748047,303051272,600.0
7828593592,city,60.94422912597656,76.54638671875,60.93341064453125,76.60797119140625,5970647,600.0
7828389936,city,60.89413833618164,76.66764068603516,60.91706085205078,76.51532745361328,302993751,650.0
7828279919,city,60.926788330078125,76.625,60.93756866455078,76.60722351074219,8996516,550.0
7828122830,city,60.91872787475586,76.61335754394531,60.92622756958008,76.62996673583984,128354033,670.0
7828260106,city,60.95330047607422,76.5912857055664,60.94147872924805,76.60162353515625,302892441,580.0
7828660825,city,60.951595306396484,76.59273529052734,60.932655334472656,76.55036926269531,301186208,600.0
7828569550,city,60.9409294128418,76.57974243164062,60.9327392578125,76.62053680419922,1974363,600.0
7828515489,city,60.94050979614258,76.5634994506836,60.94078063964844,76.60735321044922,94599672,580.0
7828438898,city,60.93999481201172,76.60111236572266,60.92726516723633,76.59716796875,104575798,550.0
7828629003,city,60.92824172973633,76.58746337890625,60.936649322509766,76.5798110961914,8699569,580.0
7828702470,city,60.951419830322266,76.55345916748047,60.92982864379883,76.59612274169922,77174750,600.0
7828634339,city,60.94492721557617,76.56533813476562,60.915775299072266,76.60868835449219,10807076,650.0
7828669285,city,60.94641876220703,76.6446762084961,60.93975830078125,76.6033935546875,303724812,600.0
7828325186,city,60.93833923339844,76.60965728759766,60.94580078125,76.5654067993164,85709804,530.0
7828702289,city,60.938331604003906,76.61904907226562,60.94556427001953,76.56371307373047,156735,580.0
7828603846,city,60.93716049194336,76.5790786743164,60.93880081176758,76.55101776123047,5825175,550.0
7828578312,city,60.938621520996094,76.55708312988281,60.896209716796875,76.6686782836914,1691157,570.0
7828649148,city,60.9361686706543,76.55139923095703,60.93721008300781,76.6128158569336,53028043,600.0
7828312732,city,60.94593811035156,76.60665893554688,60.93008041381836,76.5586929321289,3251916,600.0
7828413446,city,60.930999755859375,76.58370971679688,60.941680908203125,76.61219787597656,7872425,600.0
7828706552,city,60.942527770996094,76.55975341796875,60.931888580322266,76.62459564208984,303512950,600.0
7828671687,city,60.954010009765625,76.58023071289062,60.933349609375,76.551513671875,69428412,600.0
7828661187,city,60.95232009887695,76.59149169921875,60.927799224853516,76.57878112792969,7183274,550.0
7828232929,city,60.9364013671875,76.56188201904297,60.93804168701172,76.52288818359375,28923928,580.0
7828567077,city,60.8909797668457,76.65058135986328,60.94108963012695,76.62326049804688,111565978,650.0
7828557993,courier,60.92906188964844,76.62017059326172,60.92953872680664,76.62232208251953,148900400,600.0
7828474370,city,60.95262145996094,76.5948486328125,60.93893814086914,76.55602264404297,300433751,530.0
7828564626,city,60.94723892211914,76.58853912353516,60.935699462890625,76.59420776367188,9849870,600.0
7828322575,city,60.931400299072266,76.58798217773438,60.93524932861328,76.62418365478516,13492801,550.0
7828618563,city,60.94145202636719,76.55757141113281,60.95271301269531,76.59701538085938,300020591,600.0
7828396621,city,60.93613052368164,76.62273406982422,60.92933654785156,76.54360961914062,10737110,600.0
7828657497,city,60.92845916748047,76.62979125976562,60.93782043457031,76.60939025878906,15441279,520.0
7828696128,city,60.939125061035156,76.5748062133789,60.946311950683594,76.59282684326172,48672708,600.0
7828292650,city,60.94329833984375,76.5904312133789,60.93741989135742,76.5741195678711,3692754,550.0
7828687048,city,60.91196060180664,76.49712371826172,60.949676513671875,76.59938049316406,303420109,820.0
7828266750,city,60.9368782043457,76.60830688476562,60.927520751953125,76.59758758544922,10292167,600.0
7828343925,city,60.962039947509766,76.62355041503906,60.94239044189453,76.58467102050781,88483633,670.0
