driver_id,order_id,distance_fly,distance_road,from_lat,from_lon,to_lat,to_lon
47632128,7828549148,1693.5668589472484,1693.5668589472484,60.94516754150391,76.60073852539062,60.93368148803711,76.62133026123047
47636613,7828361582,325.02330675513974,325.02330675513974,60.93272018432617,76.59861755371094,60.92984771728516,76.5997314453125
91680460,7828547146,2905.0886160690734,2905.0886160690734,60.93098831176758,76.55607604980469,60.9287109375,76.6096420288086
91775193,7828589122,1781.8273159782477,1781.8273159782477,60.94770812988281,76.5596923828125,60.95225143432617,76.59133911132812
91775193,7828671687,630.7938014396641,630.7938014396641,60.95225143432617,76.59133911132812,60.954010009765625,76.58023071289062
91812566,7828584357,497.52447799169664,497.52447799169664,60.93677520751953,76.61688995361328,60.93750762939453,76.60780334472656
91812566,7828696128,1791.3267565660735,1791.3267565660735,60.93750762939453,76.60780334472656,60.93912506103516,76.5748062133789
92034936,7828379891,1826.0729604851758,1826.0729604851758,60.94431686401367,76.5800552368164,60.95317840576172,76.60852813720703
92259576,7828501228,2411.588822242055,2411.588822242055,60.96865463256836,76.54158020019531,60.949344635009766,76.56192016601562
92283055,7828380681,2103.3514263123952,2103.3514263123952,60.9371337890625,76.55216979980469,60.95583724975586,76.55799102783203
92751633,7828428322,1840.437099964005,1840.437099964005,60.93894577026367,76.53556823730469,60.93975067138672,76.5696029663086
92790769,7828426885,2617.5176301473084,2617.5176301473084,60.94099044799805,76.54916381835938,60.93293380737305,76.59469604492188
92860136,7828303719,2521.624946334276,2521.624946334276,60.94037628173828,76.54391479492188,60.9556884765625,76.57836151123047
92889491,7828296189,897.2121035779783,897.2121035779783,60.925689697265625,76.60913848876953,60.9280891418457,76.5932846069336
93171491,7828275717,1749.4822843350014,1749.4822843350014,60.94815826416016,76.61530303955078,60.944332122802734,76.646728515625
93171491,7828567077,5936.164906108673,5936.164906108673,60.944332122802734,76.646728515625,60.8909797668457,76.65058135986328
93402627,7828700076,1096.323615427421,1096.323615427421,60.94853591918945,76.54520416259766,60.93952178955078,76.55342864990234
93559939,7828257247,2739.2864679259383,2739.2864679259383,60.956241607666016,76.5638427734375,60.93608856201172,76.593017578125
93559939,7828312732,1319.9640757564264,1319.9640757564264,60.93608856201172,76.593017578125,60.94593811035156,76.60665893554688
302411164,7828669285,1523.7232834714755,1523.7232834714755,60.94904708862305,76.67237091064453,60.94641876220703,76.6446762084961
302412091,7828615411,1940.8412600266006,1940.8412600266006,60.92729568481445,76.58478546142578,60.93856048583984,76.55734252929688
302414201,7828620128,2858.9681397277604,2858.9681397277604,60.93112182617188,76.57089233398438,60.95307922363281,76.59843444824219
302414365,7828621260,1555.4679057421918,1555.4679057421918,60.93270111083984,76.61101531982422,60.92723846435547,76.58451080322266
302414365,7828657497,2450.3015434027166,2450.3015434027166,60.92723846435547,76.58451080322266,60.92845916748047,76.62979125976562
302415000,7828232929,2137.1782697081326,3249.627327647295,60.950714111328125,76.58829498291016,60.9364013671875,76.56188201904297
302415000,7828247494,1578.8518951775168,1578.8518951775168,60.9364013671875,76.56188201904297,60.92686080932617,76.58352661132812
302420602,7828282240,2176.0204125198575,2176.0204125198575,60.92670822143555,76.59034729003906,60.9461784362793,76.59439849853516
302422490,7828442235,2868.04227656645,2868.04227656645,60.94734954833984,76.56536102294922,60.9327507019043,76.60913848876953
302422490,7828661187,2375.5672580494884,2375.5672580494884,60.9327507019043,76.60913848876953,60.95232009887695,76.59149169921875
302428605,7828588326,469.5519702156674,469.5519702156674,60.92918014526367,76.60784912109375,60.9310302734375,76.60003662109375
302434860,7828575610,2359.363691328488,2359.363691328488,60.93856430053711,76.53660583496094,60.93608474731445,76.57998657226562
302440262,7828604893,435.6865307966721,435.6865307966721,60.94464111328125,76.548095703125,60.94166564941406,76.5533447265625
303196498,7828494094,2423.479818756511,2423.479818756511,60.95014190673828,76.56136322021484,60.92893600463867,76.5510025024414
303203823,7828420148,622.1783359494093,622.1783359494093,60.89265441894531,76.65592193603516,60.894161224365234,76.66699981689453
